ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source,In Live Foods?,Synonyme,Originalname,ValiCheck B
,,,,kcal,kJ,g,g,g,g,g,,g,g,g,g,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,,µg,µg,µg,µg,µg,µg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Aubergine Konserve,Aubergine Konserve,,14,60,"1,2","0,2",2,"1,8","2,6",0,0,0,"0,1",0,0,0,"1,3",0,0,0,0,0,0,0,0,0,"0,3","0,1",0,17,507,130,9,220,20,26,0,102,312,21,160,1,273,0,53,58,78,164,6,92,194,40,24,49,0,67,49,10,50,50,44,37,10,37,51,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Aubergine,,Gemüse,Obst & Gemüse,lexolino,No,,Aubergine Konserve,1
51,Auster,Auster,,64,266,"8,6","1,4","3,8",0,0,0,"0,3","0,2","0,4","0,1",0,"0,1",0,0,"0,8",0,"0,1","0,2","0,2",0,0,0,"2,3","0,3",0,46,460,213,31,116,128,192,0,4684,6164,121,473,63,84150,0,573,624,96,882,102,142,1310,535,166,435,0,665,682,209,331,353,423,377,71,271,393,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Auster,,Schalentiere & Krustentiere,,lexolino,No,,Auster,1
52,Austerx,Auster,,70,293,"9,6","1,4","4,4",0,0,0,"0,3","0,1","0,4","0,1",0,"0,1",0,0,"0,8",0,"0,1","0,2","0,1",0,0,0,"1,7","0,3",0,44,503,242,30,109,134,191,0,4574,7269,123,421,36,88843,0,631,602,371,833,105,604,1358,544,167,387,0,738,713,227,355,355,475,408,74,275,383,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Auster,,Schalentiere & Krustentiere,,lexolino,No,,Auster gegart,1
53,Auster Konserve,Auster Konserve,,62,258,"8,5","1,4","3,5",0,0,0,"0,3","0,1","0,4","0,1",0,0,0,0,"0,4",0,"0,1","0,1","0,1",0,0,0,"1,2","0,2",0,46,1827,207,27,901,109,167,0,4015,6131,108,373,48,74892,0,618,572,117,968,102,141,1168,518,166,389,0,643,613,217,334,344,484,401,69,295,368,0,0,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Auster,,Schalentiere & Krustentiere,,lexolino,No,,Auster Konserve,1
54,Auster Konserve in Öl,Auster Konserve in Öl,,140,587,"8,4","9,9","3,5",0,0,0,"1,2","1,9","6,2","0,1",0,0,0,0,"7,1",0,"0,1","0,1","0,1",0,0,0,"1,2","0,2",0,37,1595,190,23,833,118,139,0,3599,5463,97,370,47,63970,0,522,541,337,734,85,526,1146,506,134,388,0,606,625,187,328,324,386,381,62,254,348,0,0,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Auster,,Schalentiere & Krustentiere,,lexolino,No,,Auster Konserve in Öl,1
55,Avocado,Avocado,,228,953,"1,8","23,5","0,4","0,4","3,3",,"3,6","16,8","2,2",0,,0,"12,4",0,"1,2",0,"0,1","0,1","0,5",0,0,0,"1,1",1,,10,6,468,31,3,40,20,,221,636,19,1,2,392,,116,56,150,273,20,105,190,85,30,70,,119,90,39,66,76,80,58,23,46,94,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,Avocado,,Obst,Obst & Gemüse,lexolino,Yes,,Avocado,1
56,Avocado-Fruchtsaft,Avocado-Fruchtsaft,,197,825,"1,7","19,6","1,8","0,3",0,0,3,"13,9","1,9",0,0,0,"7,8",0,"1,4",0,"0,1","0,1","0,5",0,0,0,"0,9",1,0,10,8,460,29,3,37,21,0,233,585,24,1,2,434,0,105,51,147,270,22,106,195,76,31,67,0,106,92,37,67,66,83,64,22,43,95,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Avocado,,Getränke,Getränke & Sonstiges,lexolino,No,,Avocado Fruchtsaft,1
57,Avocado gegart,Avocado gegart,,236,988,"2,1","24,3","0,4","0,4","3,2",0,"3,4","17,4","2,3",0,0,0,"7,7",0,"1,3",0,"0,1","0,1","0,5",0,0,0,1,"0,8",0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,118,64,282,256,20,222,202,79,31,71,0,115,100,39,68,82,79,62,20,48,92,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Avocado,,Obst,Obst & Gemüse,lexolino,No,,Avocado gegart,1
58,Bachsaibling,Bachsaibling,,103,433,"20,7","2,1",0,0,0,0,"0,5","0,7","0,6","0,1",0,0,3,0,"0,1",0,"0,1","0,1","0,9",0,0,0,"4,2","1,1",0,21,61,400,30,47,269,187,0,196,891,621,15,3,792,0,1143,1210,1040,1731,175,1621,2700,801,509,913,0,1408,1924,529,788,723,962,821,175,628,937,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Bachsaibling,,Fisch,Fleisch & Fisch,lexolino,No,,Bachsaibling,1
59,Bachsaibling (geräuchert),Bachsaibling (geräuchert),,100,420,"19,6","2,2",0,0,0,0,"0,6","0,7","0,7","0,1",0,0,"1,9",0,"0,1",0,"0,1","0,1","0,8",0,0,0,"3,1","0,8",0,24,64,330,29,58,239,205,0,197,787,706,18,3,840,0,1395,1309,45,2157,220,40,2894,851,509,929,0,1733,1965,519,798,837,946,917,220,686,994,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Bachsaibling,,Fisch,Fleisch & Fisch,lexolino,No,,Bachsaibling geräuchert,1
60,Bachsaiblingx,Bachsaibling,,97,408,"19,1","2,2",0,0,0,0,"0,5","0,7","0,6","0,1",0,0,"3,3",0,"0,1",0,"0,1","0,1","1,2",0,0,0,"4,5","1,1",0,44,5770,425,45,3872,302,213,0,243,1062,631,34,6,807,0,1122,1234,360,1793,192,554,2760,795,525,933,0,1427,1768,535,696,754,902,858,200,686,960,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Bachsaibling,,Fisch,Fleisch & Fisch,lexolino,No,,Bachsaibling gesalzen,1
61,Bachsaibling Konserve,Bachsaibling Konserve,,89,372,"17,2",2,0,0,0,0,"0,5","0,6","0,6","0,1",0,0,"1,8",0,0,0,"0,1",0,"0,6",0,0,0,"2,3","0,6",0,26,1410,319,30,933,219,160,0,161,721,469,18,3,742,0,1224,1079,28,1911,194,19,2716,781,511,873,0,1344,1634,520,763,778,854,869,182,625,1013,0,0,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Bachsaibling,,Fisch,Fleisch & Fisch,lexolino,No,,Bachsaibling Konserve,1
62,Baguette,Baguette,,267,1117,"7,4","1,4","55,2","0,1",3,0,"0,3","0,3","0,5",0,0,0,0,0,"0,4",0,"0,1","0,1","0,1",0,0,0,"0,8","0,1",0,16,694,109,21,465,81,72,0,189,1405,43,526,2,998,0,224,266,39,358,166,2,2518,285,138,308,0,499,165,110,366,810,402,218,77,205,332,1,1,1,,"0,5",,1,,,,,,,,,,,,,,,,,,,,,,,Baguette,,"Getreideprodukte, Nährmittel, Backwaren",,lexolino,No,,Baguette,1
63,Baguette-Brötchen,Baguette-Brötchen,,248,1037,"7,3","1,3","50,7","0,1","2,9",0,"0,3","0,3","0,4",0,0,0,0,0,"0,4",0,"0,1","0,1","0,1",0,0,0,"0,8","0,1",0,16,738,94,22,483,85,75,0,173,1418,45,501,2,1007,0,222,293,0,328,148,2,2324,269,132,308,0,551,168,107,323,941,356,216,75,201,316,1,1,1,,"0,5",,1,,,,,,,,,,,,,,,,,,,,,,,Baguette,,"Getreideprodukte, Nährmittel, Backwaren",,lexolino,No,,Baguette-Brötchen,1
64,Baiser,Baiser,,350,1464,"5,4","0,1","80,5","0,4",0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,0,0,0,"0,1",0,8,88,77,7,87,11,97,0,74,367,40,27,4,29,0,337,339,4,517,139,36,650,171,130,307,0,447,314,228,324,175,424,235,80,230,455,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Baiser,,Süßspeisen,Getränke & Sonstiges,lexolino,No,,Baiser,1
65,Bambussprossen,Bambussprossen,,17,70,"2,6","0,3","0,9","0,4","2,4",,"0,1",0,"0,1",0,,0,"6,7",0,"0,3",0,"0,1","0,1","0,1",0,0,0,"0,6","0,3",,15,17,503,3,6,53,23,,235,728,48,340,4,192,,123,92,300,371,20,202,250,86,42,83,,134,122,26,82,223,118,82,27,61,106,1,1,1,0,1,0,"0,5",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Bambussprossen,,Gemüse,Obst & Gemüse,lexolino,Yes,,Bambussprossen,1
66,Bambussprossen gegart,Bambussprossen gegart,,16,66,"2,5","0,3","0,7","0,4","2,3",0,"0,1",0,"0,1",0,0,0,"3,4",0,"0,3",0,"0,1","0,1","0,1",0,0,0,"0,4","0,2",0,15,15,227,2,5,56,19,0,266,535,45,351,4,164,0,107,86,323,416,20,189,243,80,35,77,0,131,131,28,87,207,116,69,26,64,96,1,1,1,,1,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Bambussprossen gegart,1
67,Bambussprossen (aus Konserve),Bambussprossen (aus Konserve),,13,56,"2,1","0,2","0,6","0,3","2,4",0,"0,1",0,"0,1",0,0,0,"1,2",0,"0,3",0,0,0,0,0,0,0,"0,2","0,1",0,18,455,220,3,255,44,20,0,250,487,46,282,5,179,0,109,73,254,325,16,150,191,72,37,76,0,116,112,21,76,164,94,73,22,50,93,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Bambussprossen Konserve,1
68,Banane,Banane,,98,410,"1,2","0,2","22,5","8,4","2,1",,"0,1",0,"0,1",0,0,0,"7,1",0,"0,3",0,0,"0,1","0,3",0,0,0,"0,6","0,2",0,11,120,361,37,1,30,13,0,147,580,23,580,3,243,0,50,59,156,115,2,138,102,42,77,37,0,90,60,9,38,44,50,40,20,22,57,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,Banane,,Obst,Obst & Gemüse,lexolino,Yes,,Banane gegart,1
69,Banane (getrocknet),Banane (getrocknet),,298,1246,"3,4","0,6","68,6","22,7","6,4",0,"0,2","0,1","0,2",0,0,"0,1","27,6",0,"0,7",0,"0,1","0,1","0,9",0,0,0,"1,7","0,6",0,26,363,1261,109,3,91,42,0,413,1613,62,1587,8,679,0,152,170,344,340,5,324,321,126,228,123,0,237,184,26,113,132,138,124,54,65,166,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Banane,,Obst,Obst & Gemüse,lexolino,No,,Banane getrocknet,1
70,Banane kandiert,Banane kandiert,,278,1163,"0,5","0,1","67,8","23,2","0,8",0,0,0,0,0,0,0,"3,8",0,"0,1",0,0,0,"0,1",0,0,0,"0,2","0,1",0,11,46,208,16,65,14,17,0,73,746,28,224,1,92,0,18,20,42,51,1,40,48,16,29,15,0,36,25,4,15,18,18,16,8,9,25,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Banane,,Obst,Obst & Gemüse,lexolino,No,,Banane kandiert,1
71,Banane (aus Konserve),Banane (aus Konserve),,115,482,1,"0,2",27,"3,9","1,7",0,"0,1",0,0,0,0,0,"2,9",0,"0,3",0,0,0,"0,2",0,0,0,"0,3","0,1",0,11,91,249,30,2,23,13,0,131,497,19,436,3,264,0,40,46,139,100,2,130,94,37,64,31,0,76,49,8,31,37,41,33,16,19,45,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Banane,,Obst,Obst & Gemüse,lexolino,No,,Banane Konserve,1
72,Barbecuesauce,Barbecuesauce,,132,552,"1,8","0,1","30,5",4,2,0,0,0,0,0,0,"0,1","11,8",0,"1,7",0,"0,1","0,1","0,1",0,0,0,"1,4","0,3",0,42,2106,486,38,1190,47,43,0,264,918,18,347,3,470,0,58,69,71,207,17,183,536,47,32,53,0,80,85,12,53,50,57,53,14,37,54,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Barbecuesauce,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Barbecuesauce,1
73,Barsch,Barsch,,76,317,"16,7","0,8",0,0,0,0,"0,2","0,2","0,2","0,1",0,0,"2,1",0,"1,5",0,"0,1","0,1","0,2",0,0,0,"1,8","0,2",0,21,61,314,29,46,210,254,0,52,954,115,33,4,1032,0,1213,1005,17,1929,175,14,2718,831,454,848,0,1421,1729,507,664,678,770,861,173,619,1034,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch,1
74,Barschx,Barsch,,92,383,"20,7","0,8",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,"1,4",0,"1,8",0,"0,1","0,1","0,2",0,0,0,"1,5","0,2",0,25,69,297,32,41,212,279,0,56,935,160,35,3,1331,0,1246,1309,221,2242,214,287,2916,864,562,934,0,1685,2110,573,763,771,1042,924,205,663,1212,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch gebraten,1
75,Barschy,Barsch,,91,379,"20,5","0,8",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,"1,5",0,"1,8",0,"0,1","0,1","0,2",0,0,0,"1,4","0,2",0,25,61,277,33,45,223,279,0,60,926,158,39,3,1413,0,1424,1193,43,2032,227,8,3128,947,539,1047,0,1535,2149,584,771,780,1071,1020,214,698,1178,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch gegart,1
76,Barsch (geräuchert),Barsch (geräuchert),,94,392,"20,9","0,9",0,0,0,0,"0,2","0,2","0,2","0,1",0,0,"1,4",0,"1,4",0,"0,1","0,1","0,2",0,0,0,"1,4","0,2",0,24,66,256,28,55,201,293,0,54,788,126,31,4,1155,0,1227,1244,894,2051,194,1271,2917,807,478,930,0,1571,1747,513,743,743,926,871,194,664,943,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch geräuchert,1
77,Barschz,Barsch,,77,323,17,"0,9",0,0,0,0,"0,2","0,2","0,2","0,1",0,0,2,0,"1,5",0,"0,1","0,1","0,2",0,0,0,"1,7","0,2",0,63,10134,366,52,6642,245,238,0,71,1026,143,57,6,1114,0,1077,959,179,1836,182,228,2342,717,460,899,0,1447,1562,474,614,620,837,827,179,612,957,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch gesalzen,1
78,Barsch (aus Konserve),Barsch (aus Konserve),,80,335,"17,8","0,9",0,0,0,0,"0,2","0,2","0,2","0,1",0,0,"1,1",0,"0,7",0,"0,1","0,1","0,1",0,0,0,"1,1","0,1",0,25,1228,283,30,844,156,198,0,48,736,103,32,3,941,0,1103,1012,341,1813,165,446,2369,849,447,793,0,1499,1640,504,655,723,885,816,165,646,904,0,0,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch Konserve,1
79,"Barsch (aus Konserve, in Öl)","Barsch (aus Konserve, in Öl)",,149,623,15,"9,4",0,0,0,0,1,2,"5,8","0,1",0,0,"1,1",0,"7,3",0,0,"0,1","0,1",0,0,0,"0,9","0,1",0,22,1138,231,24,728,147,175,0,38,651,99,26,3,803,0,982,1015,25,1487,156,19,2425,679,378,827,0,1207,1370,407,606,594,756,754,145,516,830,0,0,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,Barsch,,Fisch,Fleisch & Fisch,lexolino,No,,Barsch Konserve in Öl,1
80,Basilikum,Basilikum,,42,177,"3,2","0,8","5,3","3,8","3,2",,"0,2",0,"0,4",0,,"0,7","27,6",0,"1,1","0,3","0,1","0,3","0,2",0,0,0,"1,1","0,2",,243,36,294,11,9,39,17,,211,5940,69,514,0,735,,143,130,384,313,33,547,445,89,48,123,,177,153,37,94,120,86,100,29,59,114,1,1,1,1,1,1,"0,5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Basilikum,"1683,2241",Gewürze & Kräuter,Gewürze & Kräuter,lexolino,Yes,,Basilikum,1
81,Batate,Batate,,101,421,"1,5","0,6","21,9","1,6","3,1",0,"0,2",0,"0,2",0,0,"1,4","27,6",0,"4,4",0,"0,1","0,1","0,3",0,0,0,"0,6","0,8",0,34,29,409,25,4,46,16,0,173,791,17,380,2,981,0,87,56,136,221,21,99,160,64,21,55,0,81,55,24,63,57,67,64,19,70,112,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Batate,1
82,Batate (getrocknet),Batate (getrocknet),,360,1506,"4,9","1,9","79,4","4,5","9,8",0,"0,8","0,1","0,6",0,0,"3,5","43,3",0,"11,4","0,1","0,1","0,1","0,6",0,0,0,"1,6","1,8",0,111,99,1275,77,14,134,49,0,461,2444,51,1223,5,2641,0,253,198,497,727,64,313,458,200,66,189,0,278,169,76,208,183,241,165,60,197,342,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Batate getrocknet,1
83,Bauernbratwurst,Bauernbratwurst,,317,1325,"19,6","25,4","0,2","0,2","0,1",0,"9,6","11,3","2,5","0,1",0,0,0,0,"0,3",0,"0,9","0,2","0,5",0,0,0,"2,9","0,6",0,11,1293,221,31,954,106,204,0,67,1125,67,101,2,2292,0,1044,1086,0,1967,235,15,3390,1123,727,983,0,1455,1641,544,759,908,824,833,220,769,1110,0,0,0,,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,Fleisch,Fleisch & Fisch,lexolino,No,,Bauernbratwurst,1
84,Bauernleberwurst,Bauernleberwurst,,366,1531,"15,9","31,9",1,"0,3","0,1",0,"11,6","14,3","3,9","0,2",0,"3,8","1,5",0,"0,4",0,"0,4",1,"0,4",0,0,0,"4,7","2,1",0,13,865,219,21,623,177,156,0,433,5724,132,170,2,3246,0,882,995,0,1691,231,18,2623,816,610,830,0,1282,1501,425,782,810,744,692,208,577,897,0,0,0,,"0,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Bauernleberwurst,1
85,Baumstachelbeeren,Baumstachelbeeren,,22,94,"1,2","0,5","3,3","2,7","1,7",0,"0,1","0,1","0,2",0,0,0,"33,5",0,"0,5",0,"0,1",0,"0,1",0,0,0,"0,4","0,2",0,6,36,201,10,2,17,6,0,127,882,15,80,1,112,0,85,26,33,123,0,46,169,59,7,50,0,82,90,24,46,59,93,48,7,48,57,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Baumstachelbeeren,1
86,Baumstachelbeeren-Fruchtsaft,Baumstachelbeeren-Fruchtsaft,,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,5,42,145,9,2,17,6,0,122,816,16,88,1,114,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Getränke,Getränke & Sonstiges,lexolino,No,,Baumstachelbeeren Fruchtsaft,1
87,Baumstachelbeeren (getrocknet),Baumstachelbeeren (getrocknet),,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,56,366,1594,87,18,149,56,0,1052,8571,139,812,10,1121,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Baumstachelbeeren getrocknet,1
88,Baumstachelbeeren (Konserve),Baumstachelbeeren (Konserve),,63,264,"0,9","0,4","13,7","1,4","1,6",0,"0,1","0,1","0,2",0,0,0,"7,3",0,"0,4",0,0,0,0,0,0,0,"0,2","0,1",0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,69,18,25,84,0,43,146,48,6,43,0,66,76,18,34,48,82,41,6,40,43,1,1,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Baumstachelbeeren Konserve,1
89,Baumwollsaat,Baumwollsaat,,384,1605,"23,9","18,8","27,3",0,11,0,5,4,9,0,0,0,"9,3",0,"0,2",0,"1,1","0,9","1,1",0,0,"0,1",5,"4,4",0,366,29,1261,642,33,1423,189,0,1231,12125,48,2643,5,12026,0,938,2601,590,2146,434,1343,4888,942,648,774,0,1216,1067,339,1275,931,997,680,285,686,1091,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Getreideprodukte, Nährmittel, Backwaren",,lexolino,No,,Baumwollsaat,1
90,Baumwollsaat gesalzen,Baumwollsaat,,372,1558,"19,8","19,6",-,0,"10,9",0,"5,2","3,4","10,1",0,0,0,8,0,"0,3",0,"1,1","0,7","1,2",0,0,"0,1",5,"4,6",0,363,1240,1441,571,794,1358,187,0,1165,13003,48,2191,5,11791,0,965,2807,5,2018,455,42,4745,998,611,688,0,1297,948,313,1238,879,898,730,293,673,989,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Getreideprodukte, Nährmittel, Backwaren",,lexolino,No,,Baumwollsaat gesalzen,1
91,Baumwollsaatöl,Baumwollsaatöl,,887,3712,0,"95,2",0,0,0,0,"24,6","17,8","48,5",0,0,0,0,0,"40,2",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,31,0,12,0,1,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Fette & Speiseöle,Getränke & Sonstiges,lexolino,No,,Baumwollsaatöl,1
92,Bavaria Blu,Bavaria Blu,,359,1504,"18,9","30,3",0,0,0,0,"17,9","9,4","1,1","0,1",0,"0,5",0,0,"0,6",0,0,"0,6","0,2",0,0,0,"1,1","1,3",0,279,1188,188,21,658,285,185,0,64,294,92,32,21,2730,0,454,561,252,1086,86,891,3847,294,474,935,0,1665,1169,407,879,2025,957,784,244,847,1082,1,0,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Bavaria Blu,1
93,Bavaria Blu Doppelrahmstufe,Bavaria Blu Doppelrahmstufe,,346,1446,"48,9","4,2","26,5","2,7","8,8",0,"0,5","1,4","2,1",0,0,0,0,0,"0,1",0,"11,8","4,4","4,1",0,0,"0,7",42,"7,8",0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,3342,2460,2350,4790,450,2513,5121,2071,1145,2611,0,3759,3332,819,1960,2043,2509,2515,548,1603,2917,1,0,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Bavaria Blu Doppelrahmstufe,1
94,Beifuss,Beifuss,,42,177,"3,7","0,8","4,8","4,2","2,8",0,"0,1",0,"0,5",0,0,"0,6","45,9",0,1,"0,3","0,1","0,2","0,1",0,0,0,1,"0,2",0,150,65,404,29,21,53,73,0,130,1920,48,520,4,1224,0,182,134,465,333,33,675,483,98,50,134,0,210,172,41,108,137,101,113,35,73,134,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Beifuss,1
95,Bel Paese,Bel Paese,,373,1560,"25,9","28,7",0,0,0,0,"17,6","8,4","1,1","0,1",0,"0,5",0,0,"0,5",0,0,"0,2","0,2",0,0,0,"0,3","2,1",0,598,2346,127,36,1222,381,225,0,143,475,141,437,44,3379,0,727,821,28,1701,122,36,5468,430,686,1517,0,2463,1677,566,1191,2991,1413,1093,340,1145,1632,1,0,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Bel Paese,1
96,Bergkäse (Rahmstufe),Bergkäse (Rahmstufe),,461,1929,"27,2","37,6",0,0,0,0,23,"11,4","1,2","0,1",0,"0,4",0,0,1,0,0,"0,3","0,1",0,0,0,"0,1","0,4",0,1060,721,83,40,432,696,192,0,218,321,170,42,38,4704,0,719,970,117,1599,148,397,5420,420,743,1562,0,2404,2066,588,1301,3201,1329,1037,368,1251,1560,1,0,1,,"0,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Bergkäse Rahmstufe,1
97,Bergkäse (Vollfettstufe),Bergkäse (Vollfettstufe),,402,1683,"28,3","30,8",0,0,0,0,"18,9",9,"1,2","0,1",0,"0,4",0,0,"0,9",0,0,"0,3","0,1",0,0,0,"0,1","0,4",0,1177,552,105,44,288,714,198,0,196,291,157,44,41,4896,0,710,992,11,1505,141,44,5698,412,867,1693,0,2769,2134,665,1302,3211,1398,1268,350,1276,1876,1,0,1,,"0,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Bergkäse Vollfettstufe,1
